date,FTSE_SA,top40,SWIX,USDZAR,10y_yield,10y_price,S&P_1500
2017/08/20,3542.82,50175.33,12529.92,13.038,8.57,43.94420598,564.41
2017/08/27,3516.58,49996.4,12464.39,12.9417,8.505,44.20816485,572.43
2017/09/03,3445.82,49274.03,12265.03,12.9376,8.445,44.45336783,568.69
2017/09/10,3430.41,49274.6,12237.06,13.1658,8.405,44.61766745,578.01
2017/09/17,3447.72,49564.68,12278.05,13.2438,8.455,44.41239698,579.05
2017/09/24,3404.33,49376.46,12175.01,13.5561,8.57,43.94420598,583.83
2017/10/01,3513.45,51010.38,12539.01,13.775,8.705,43.40150568,590.81
2017/10/08,3590,51450.39,12757.89,13.2663,8.62,43.74234035,591.48
2017/10/15,3595.28,51600.66,12775.3,13.64,8.835,42.88586598,596.53
2017/10/22,3619.59,52403.45,12888.84,14.0641,9.145,41.68324759,597.91
2017/10/29,3669.68,53198.96,13072.33,14.2239,9.285,41.15233042,598.93
2017/11/05,3693.57,53424.93,13128.9,14.3704,9.355,40.88966484,597.4
2017/11/12,3796.84,53909.14,13347.64,13.981,9.34,40.94579469,597.34
2017/11/19,3790.83,53998.14,13339.12,14.1587,9.345,40.92707533,603.04
2017/11/26,3773.03,52888.36,13225.93,13.7068,9.32,41.02076637,612.33
2017/12/03,3643.64,51671.17,12868.12,13.655,9.275,41.19000535,613.99
2017/12/10,3586.89,50953.23,12687.58,13.1464,9.085,41.91308618,619.05
2017/12/17,3705.92,52063.77,13070.59,12.5987,8.715,43.36159992,621.16
2017/12/24,3791,52533.04,13292.26,12.3724,8.605,43.80279273,618.99
2017/12/31,3789.84,52842.68,13300.39,12.3044,8.55,44.02523898,634.54
2018/01/07,3754.35,53296.1,13271.58,12.3612,8.57,43.94420598,644.59
2018/01/14,3839.51,54058.74,13515.07,12.191,8.495,44.24892849,650.05
2018/01/21,3924.37,54530.63,13743.33,11.8672,8.43,44.51490207,663.51
2018/01/28,3667.54,51908.17,12956.23,12.0916,8.485,44.28973347,637.95
2018/02/04,3502.02,49287.45,12374.23,12.0352,8.455,44.41239698,605.23
2018/02/11,3772.04,52110.8,13185.63,11.6363,8.12,45.80782059,631.32
2018/02/18,3757.22,51747.15,13141.99,11.545,8.03,46.1908803,634.62
2018/02/25,3697.67,50824.62,12928.6,11.8966,8.205,45.44924847,622.08
2018/03/04,3808.48,52348.57,13281.06,11.8172,8.07,46.02019826,644.3
2018/03/11,3694.84,51421.64,12959.68,11.9745,8.12,45.80782059,636.78
2018/03/18,3584.75,49755.2,12560.12,11.7428,7.99,46.36225894,599.54
2018/03/25,3479.26,48794.5,12294.87,11.8385,7.985,46.38373041,611.7
2018/04/01,3507.38,49140.59,12398.55,12.025,8.06,46.06280363,603.47
2018/04/08,3505.02,49882.87,12437.82,12.069,8.085,45.95637145,615.32
2018/04/15,3586.44,50765.88,12666.57,12.0989,8.04,46.14814461,618.76
2018/04/22,3538.99,50684.22,12571.03,12.3282,8.22,45.38629212,618.41
2018/04/29,3543,50873.59,12591.52,12.5,8.34,44.88608086,617.23
2018/05/06,3599.25,51822.78,12758.05,12.254,8.345,44.86537074,632.13
2018/05/13,3502.18,51292.18,12518.78,12.7625,8.625,43.72220996,629.46
2018/05/20,3481.92,50541.99,12388.23,12.491,8.455,44.41239698,631.32
2018/05/27,3493.67,50875.01,12443.73,12.6906,8.62,43.74234035,634.57
2018/06/03,3521.79,51881.93,12549.81,13.0655,8.97,42.35751673,645.24
2018/06/10,3480.12,51327.7,12423.59,13.4344,9,42.24108069,645.21
2018/06/17,3445.91,50623.1,12292.15,13.4383,8.88,42.70894839,640.03
2018/06/24,3497.6,51516.06,12457.17,13.7275,8.835,42.88586598,631.07
2018/07/01,3505.38,51122.67,12460.16,13.4702,8.66,43.58158221,641.2
2018/07/08,3459,50244.08,12277.59,13.2684,8.71,43.38154775,649.94
2018/07/15,3496.1,50904.2,12397.72,13.4051,8.735,43.28190943,650.29
2018/07/22,3505.96,51126.9,12420.25,13.1793,8.585,43.8835389,653.04
2018/07/29,3497.05,50988.46,12396.96,13.3256,8.695,43.44145184,658.33
2018/08/05,3499.33,51577.23,12445.3,14.104,8.855,42.80713661,656.92
2018/08/12,3392.09,50601.89,12161.4,14.6413,9.045,42.06708623,660.97
2018/08/19,3597.32,52741.71,12730.43,14.2087,8.9,42.63057618,667.02
2018/08/26,3532.99,52464.01,12584.37,14.6875,8.98,42.31866553,672.97
2018/09/02,3423.83,50832.75,12241.85,15.2372,9.14,41.70234775,666.01
2018/09/09,3384.41,50440.98,12121.2,14.9345,9.185,41.53079223,673.5
2018/09/16,3428.05,50932.4,12239.25,14.3089,9.1,41.85549613,678.31
